id_reservation,reservation_sk,service_sk,event_sk,complaint_sk,beneficiary_sk,provider_sk,subcategory_sk,date_sk,localisation_sk,budget,rating,price,marketing_spend,new_beneficiaries,visitors,reservations
10519,1529,16325,8487,1555,4073,14939,17952,99,34,60486,3,6405,43762,1923,14414,300
10529,1539,15693,3798,1581,3661,15325,17951,50,21,46899,3,3144,44297,1593,8623,300
10533,1543,15836,10432,2437,2565,14913,17953,86,18,21499,4,2603,11683,1112,11612,300
10536,1546,15714,1563,7,307,15065,17952,90,42,32412,3,4300,50274,1982,11991,300
10538,1548,16098,4600,1863,3498,15376,17951,73,37,62412,3,7171,25838,1175,11558,300
10540,1550,17649,9130,497,2918,15402,17953,89,29,19027,3,2287,36097,1421,12703,300
10544,1554,17931,3068,298,3920,14731,17951,78,35,31514,3,7054,54101,1827,11360,300
10546,1556,17322,5458,689,3243,14722,17951,91,36,14300,4,1470,15208,1273,16674,300
10547,1557,15771,8569,139,3731,15085,17952,90,19,22528,4,3342,16949,1305,12922,300
10552,1562,17551,1812,165,1332,14986,17951,48,7,34832,4,7680,41469,1666,8748,300
10568,1578,17907,1330,406,1219,14846,17951,99,31,35691,4,7194,22638,1491,16755,300
10572,1582,17328,9349,837,2058,15103,17951,85,15,43821,3,8118,25205,1280,11900,300
10573,1583,17708,8008,2186,4728,15435,17953,82,46,26285,4,4677,34287,1326,13905,300
10578,1588,15830,6712,1339,4934,14654,17952,100,18,33505,3,6044,41798,1757,17191,300
10583,1593,16355,4762,787,3783,14741,17953,85,40,13100,3,4571,34960,1460,15509,300
10587,1597,17621,1952,1681,1030,15187,17953,92,5,19038,3,2101,34347,1532,12807,300
10599,1609,16369,8285,983,2793,15245,17951,14,18,42021,3,5246,45320,1532,2078,281
10607,1617,16356,556,1868,3229,14774,17953,77,38,37627,3,3202,29360,1500,11856,300
10610,1620,16105,9559,1399,3025,14776,17953,58,33,18398,3,3127,16543,919,11382,300
10614,1624,17886,4910,1395,993,15017,17951,83,6,21351,3,1708,11040,904,13986,300
10617,1627,17381,10895,772,2933,14777,17953,84,5,33638,4,4068,8249,815,15525,300
10620,1630,15656,9849,1172,3626,15005,17952,91,29,47701,4,8316,39348,1573,12830,300
10631,1641,15789,8026,1293,615,14844,17951,68,12,50013,4,7131,38361,1707,10899,300
10637,1647,16557,1489,2398,2803,15238,17953,70,29,37639,4,4428,29025,1398,9494,300
10638,1648,16161,554,1189,4741,15048,17952,71,44,26234,3,8739,18945,1285,8868,300
10641,1651,15671,11042,1963,4690,14868,17952,88,19,46111,3,5717,61268,1982,12011,300
10650,1660,17889,11765,2104,1430,14913,17954,84,24,9215,3,2080,13754,862,12868,300
10656,1666,16602,3386,897,2781,15395,17953,70,25,13337,4,4895,31371,1348,13054,300
10661,1671,16637,2109,2333,4778,14939,17952,100,12,56766,3,8052,46560,1723,13918,300
10671,1681,16481,10694,2472,2666,14934,17954,89,29,22039,4,2007,13419,1145,15178,300
10674,1684,16475,5498,1903,57,14813,17951,93,38,14644,4,3466,11154,1192,14766,300
10675,1685,16771,8651,1523,297,15174,17952,93,32,36389,4,4992,20492,1327,15541,300
10679,1689,17651,7261,626,1762,14804,17952,92,34,14943,4,3288,20598,1245,15394,300
10686,1696,16144,1536,473,4712,15200,17953,94,38,19701,4,4860,25850,1405,12245,300
10687,1697,16404,6300,450,1755,14893,17951,77,35,59504,4,8677,58704,1982,11015,300
10688,1698,17091,1086,1164,2763,14744,17953,80,43,23521,4,2716,22976,1211,12601,300
10693,1703,16626,11818,2389,3485,15321,17952,87,27,20211,4,1943,8592,966,13746,300
10694,1704,16335,11671,2113,1427,15393,17954,60,22,26983,4,2693,17792,889,10256,300
10706,1716,16641,7581,691,2585,14885,17953,69,46,24011,3,3878,21946,1057,12257,300
10708,1718,16055,6975,2137,4406,15419,17952,97,2,45070,4,4023,44885,1757,15778,300
10713,1723,16227,1920,1318,4778,14958,17951,96,35,15413,3,1752,9549,1013,15580,300
10722,1732,17174,8276,2039,1255,15066,17951,89,48,57412,4,3819,49010,1982,12051,300
10723,1733,16837,10327,858,1442,15103,17951,92,14,29437,3,8312,40096,1535,12970,300
10727,1737,16712,9083,1474,3310,15282,17954,78,5,9230,3,1280,4212,665,10932,300
10729,1739,15483,8900,1994,4451,14703,17952,79,10,41336,3,8740,54893,1982,14447,300
10732,1742,15918,8241,387,3684,14725,17953,58,48,20124,4,4968,27307,1361,10005,300
10737,1747,15738,8607,66,2029,15282,17952,85,7,63593,3,5899,34174,1577,11751,300
10743,1753,15480,2064,1743,3596,15144,17954,92,4,5344,3,873,4724,921,16215,300
10748,1758,17726,6389,321,4763,15269,17953,86,6,13031,3,4340,28066,1447,12328,300
10749,1759,15520,7977,172,843,14880,17953,83,43,23203,3,3133,21869,1129,11653,300
10750,1760,15574,9243,528,3433,14663,17952,80,33,31687,4,8851,40513,1503,10259,300
10752,1762,17666,5943,310,285,14895,17953,77,10,28749,4,1889,17483,1239,14594,300
10753,1763,16841,9995,1989,260,15208,17953,70,29,20824,3,3972,22030,1053,11406,300
10757,1767,17901,1883,1602,2700,15414,17951,79,37,29507,3,5114,45371,1553,12440,300
10758,1768,17084,3589,1759,509,15402,17953,84,36,18338,3,3473,14234,940,11803,300
10759,1769,16819,4634,2338,3487,14871,17953,73,33,12981,3,1887,31609,1461,12332,300
10760,1770,17625,10039,670,1906,15121,17954,94,31,10862,4,512,11614,1196,14339,300
10761,1771,16024,7759,2134,3666,15024,17953,81,47,20917,3,1056,11568,885,11108,300
10765,1775,17727,8774,2261,57,15225,17951,95,38,60559,4,7985,28725,1451,14876,300
10767,1777,15481,10757,494,4246,14691,17953,88,10,34768,3,3019,31741,1273,13217,300
10776,1786,17680,388,79,390,14991,17951,86,32,20732,4,3333,7947,911,12024,300
10777,1787,15627,865,849,1526,15006,17953,100,32,38264,3,3760,32905,1723,13734,300
10779,1789,17871,9788,345,4524,15379,17951,87,26,51895,3,3844,44183,1570,11172,300
10780,1790,15998,501,1406,3649,15148,17952,88,28,29320,4,1793,23521,1362,12173,300
10782,1792,17716,5560,2156,4823,15379,17954,86,28,7306,4,1795,12603,1073,15623,300
10790,1800,15465,2193,2501,3016,15132,17951,78,31,25528,4,2863,12555,909,11624,300
10801,1811,17593,5543,1144,3173,15302,17953,92,5,24895,4,2119,30938,1338,14152,300
10803,1813,17144,322,1703,2828,14953,17952,82,36,37037,4,4033,26693,1504,15092,300
10807,1817,16718,11296,1873,1429,15298,17954,45,41,8690,4,994,11444,897,7379,300
10809,1819,15489,10605,978,1940,14722,17953,96,24,29446,3,2947,29517,1368,14431,300
10813,1823,16965,6413,1503,4243,15190,17952,83,30,55070,3,6412,32645,1324,12444,300
10814,1824,17744,2197,1728,2741,15224,17952,97,10,32157,4,3390,57232,1982,14843,300
10820,1830,15624,11377,159,4766,14918,17953,98,16,35243,4,2360,30142,1666,15030,300
10821,1831,16233,2481,1648,3122,15435,17953,95,3,21019,3,2118,12909,1018,16535,300
10827,1837,16147,10427,2435,2565,15024,17953,18,44,14911,3,3768,21864,1002,5219,300
10831,1841,17867,3529,1110,4696,15360,17953,50,42,27054,4,2468,19313,1161,6633,300
10837,1847,16338,3063,1526,4747,15333,17953,98,19,28064,3,4190,34199,1577,14050,300
10838,1848,17106,11215,1359,104,14961,17953,9,8,32374,4,4913,29483,953,686,68
10840,1850,16426,356,2153,4153,14812,17954,100,39,13108,3,1126,3125,1045,16255,300
10841,1851,16305,10855,1380,2848,14738,17952,53,9,55949,3,4739,33421,1254,6566,300
10843,1853,17728,5778,1643,4990,15337,17951,96,44,19722,4,3916,6353,1034,13199,300
10844,1854,15577,3109,2068,3575,15040,17954,94,35,9742,4,567,14229,1069,17099,300
10848,1858,16986,2752,2151,2791,15129,17954,85,17,6234,3,1152,9795,895,15182,300
10859,1869,15721,4984,151,3685,15106,17951,89,18,41219,4,5752,40150,1582,15010,300
10865,1875,16525,8983,226,615,15165,17952,88,33,46000,4,3782,62187,1982,14989,300
10868,1878,16792,8903,1400,3705,15327,17951,40,28,17459,3,3296,5670,788,8091,300
10872,1882,16591,2305,697,4141,15414,17951,96,8,55202,3,3123,64415,1982,14129,300
10873,1883,16812,11728,1364,4963,15339,17951,2,19,60875,4,7057,29698,799,461,39
10881,1891,16952,7967,445,3465,14958,17952,52,36,30515,4,3657,26687,1143,8304,300
10887,1897,16313,7187,446,4744,14656,17952,39,22,32162,4,7334,44562,1705,6130,300
10891,1901,15631,10817,475,4239,15243,17951,67,36,55596,3,4570,62662,1982,9887,300
10893,1903,17250,3519,1095,324,15419,17951,60,35,23751,4,1486,5230,767,11271,300
10898,1908,16503,2312,989,3282,14950,17952,80,38,18257,3,2186,16979,1263,11355,300
10904,1914,17100,6063,112,2591,15247,17952,45,21,48394,4,5420,37377,1373,8256,300
10907,1917,17694,8004,77,1198,15393,17952,70,27,15136,3,1772,19533,1047,9273,300
10910,1920,16440,8691,841,1015,15243,17953,92,27,20563,4,3624,34408,1746,14650,300
10911,1921,17599,9973,2117,4776,14674,17953,23,42,14306,3,2164,24512,898,4855,300
10916,1926,16046,245,354,3561,14991,17952,98,8,18249,3,1815,8735,922,16708,300
10919,1929,16108,9269,2433,918,15098,17954,59,39,8801,4,2498,10679,938,9515,300
10921,1931,16442,11947,2199,1505,15379,17953,92,2,12955,4,4779,25513,1433,12128,300
10927,1937,16676,2748,1956,4659,14913,17952,47,18,33657,3,5618,25890,1268,7981,300
10939,1949,17826,5730,1933,3045,15230,17951,83,28,23460,3,2725,6080,964,14340,300
10954,1964,16820,5938,568,4802,15373,17951,73,26,10146,4,2298,22288,1246,9466,300
10959,1969,16294,4292,985,3584,15333,17953,89,31,39829,3,1996,37811,1469,12999,300
10965,1975,17015,464,105,4950,15078,17952,89,28,37233,3,5138,15325,972,14719,300
1,100,16266,6879,1626,3451,14935,17954,20220200,4,20043,2,4180,29217,1568,2247,117
2,200,16022,6547,2246,3445,15439,17954,20220300,4,31222,2,6279,142420,1166,4331,121
10,500,16218,1657,2546,2743,15156,17954,20220600,4,22926,2,7993,21159,919,2207,143
34,1000,16491,5796,403,4324,14652,17951,20221100,2,19484,4,781,27015,91,1599,71
10009,1019,16822,5711,2042,282,15377,17953,28,35,31988,4,3029,23734,834,2649,229
10032,1042,16999,3029,1340,4167,14883,17951,88,12,53603,3,8159,24488,1130,13141,300
10035,1045,16807,4728,1415,3391,14891,17951,93,22,51221,4,8355,59279,1982,12832,300
10049,1059,17914,11205,1061,832,14814,17954,91,16,9287,3,1833,4615,959,15454,300
10051,1061,16743,7578,1308,2431,14742,17951,91,17,41261,4,6689,18098,991,15433,300
10055,1065,15840,1985,1357,261,14987,17951,88,22,36940,3,5390,47527,1982,12654,300
10056,1066,15966,6759,2486,3924,14648,17954,85,2,17758,4,1984,17420,1248,12562,300
10073,1083,16397,7738,541,1307,14714,17952,99,19,16443,2,3700,10621,1145,17189,300
10079,1089,16964,6539,712,4311,15350,17953,89,3,29412,3,3405,5220,952,14612,300
10083,1093,17062,6569,966,2131,15301,17952,93,21,53954,2,4246,58071,1982,16217,300
10088,1098,16209,3730,1165,122,14889,17952,69,3,15836,3,1041,5961,606,13387,300
10101,1111,16651,8210,557,1734,15163,17952,95,16,33880,2,7413,63202,1982,14903,300
10106,1116,17469,9143,2029,4997,14850,17953,86,31,20524,4,2654,18184,1105,11465,300
10107,1117,17256,6609,896,1396,15119,17954,31,46,10842,4,1896,8351,560,4961,300
10112,1122,17362,10723,915,4882,14714,17953,86,44,13886,3,4362,32297,1430,11887,300
10114,1124,15912,1430,1453,2573,15022,17951,93,24,8097,3,1376,10304,982,15262,300
10115,1125,17571,2206,187,1581,14891,17954,79,3,7286,3,1918,15708,976,11032,300
10118,1128,16017,6834,1545,4268,14649,17953,97,23,12953,4,2959,9282,1148,15369,300
10123,1133,16132,293,2121,2091,15348,17953,82,4,16682,2,2922,23371,1336,13778,300
10125,1135,15561,10591,862,727,14651,17952,62,26,49696,4,7469,29466,1462,9985,300
10126,1136,15655,9769,360,3735,14807,17952,76,15,31900,2,5457,46416,1765,14307,300
10128,1138,17759,9088,2468,300,14807,17952,95,17,57076,3,5756,33581,1532,16026,300
10133,1143,17063,5410,664,1660,14714,17951,75,33,14405,3,1645,23982,1082,13714,300
10134,1144,15540,11134,356,2743,15163,17951,15,38,55872,4,3430,58699,1654,2087,215
10142,1152,17937,4598,2230,4798,15396,17951,67,37,13314,4,3852,18327,928,10238,300
10144,1154,17689,11245,2,2966,14789,17954,77,34,17947,3,1628,5398,959,13612,300
10151,1161,16455,9500,861,3530,15113,17953,80,5,29540,2,3954,25367,1206,13284,300
10163,1173,17397,582,1640,655,15244,17954,95,12,13121,4,646,17993,1183,12432,300
10166,1176,16920,11113,548,4204,15284,17954,35,8,13833,3,2915,10907,808,3636,300
10173,1183,17476,7833,1461,1682,15332,17952,66,18,59370,4,4178,47409,1773,10320,300
10183,1193,16892,5971,878,4052,15042,17952,78,3,28475,3,3383,17663,948,11172,300
10190,1200,15936,73,1361,1698,15052,17952,93,43,34934,3,3572,61204,1982,14525,300
10191,1201,15664,1766,44,4248,15111,17954,61,6,16507,4,1107,11494,956,11460,300
10210,1220,17906,10331,1910,1210,14927,17952,73,12,45834,4,8493,15388,855,12931,300
10213,1223,16899,5405,1337,10,14946,17954,35,19,14324,3,2232,6812,433,7708,300
10224,1234,16453,4363,1785,4750,14866,17952,71,27,59916,4,3930,44331,1639,12869,300
10237,1247,16295,9237,2495,3766,14698,17952,96,39,50265,2,4462,56093,1982,12683,300
10243,1253,17693,10472,510,4936,14800,17954,82,25,14440,3,1592,3548,797,12250,300
10246,1256,17298,5514,2193,798,14810,17952,80,17,50346,3,3328,58552,1982,11336,300
10247,1257,17931,8986,2504,809,14749,17952,79,39,10594,3,2797,24343,1350,14332,300
10248,1258,16446,887,1826,1854,14850,17951,94,24,17902,3,1491,8561,857,13643,300
10250,1260,16458,8020,1013,2178,15111,17952,92,42,56616,2,6198,64635,1982,12689,300
10251,1261,16885,2287,2262,2716,14829,17954,63,18,17278,3,807,14372,908,11373,300
10252,1262,16954,4758,1196,2511,15326,17954,86,15,15969,3,2583,8737,1018,11516,300
10260,1270,16630,10832,1304,617,15189,17952,89,11,38082,4,8974,36110,1631,14225,300
10261,1271,15979,8982,2054,2712,15345,17954,58,26,11312,3,2542,22486,1242,11429,300
10270,1280,15527,8958,1173,3623,14696,17954,91,20,5577,2,1516,14764,1088,14934,300
10271,1281,17911,587,795,1986,14810,17953,96,47,13586,3,4224,34422,1465,12443,300
10274,1284,17568,4978,221,170,15348,17954,79,17,16326,3,1584,6937,684,12747,300
10282,1292,17596,11485,1296,204,15350,17953,100,18,19326,2,2489,19096,1377,14729,300
10284,1294,15683,403,2204,1492,15231,17951,100,45,42486,2,8957,26536,1349,17185,300
10289,1299,16087,3355,1899,3135,14889,17952,38,9,19305,2,2408,14084,675,6458,300
10305,1315,17844,7770,1327,464,15364,17954,89,29,16128,4,2261,16702,1120,15319,300
10313,1323,16716,6987,1779,1298,15377,17953,98,10,20452,2,2342,26884,1383,13659,300
10327,1337,16766,11418,961,1269,14779,17951,98,47,44933,3,5960,51716,1982,15965,300
10335,1345,16335,5124,1690,3661,15033,17953,93,10,39992,3,2435,38895,1540,16205,300
10336,1346,15517,10789,1346,1479,14866,17952,77,29,23549,2,1388,18346,1032,11752,300
10341,1351,17320,3256,1565,242,14766,17951,69,20,58352,2,5525,30799,1454,13322,300
10342,1352,15732,7746,571,441,15364,17951,48,38,28232,3,3445,5393,854,8720,300
10354,1364,17879,3982,1036,3894,15099,17952,4,43,59768,2,6663,23768,807,2257,300
10357,1367,16140,3543,1736,1424,15083,17953,95,31,24344,3,2047,33953,1607,14551,300
10358,1368,15509,11561,2176,1877,14911,17951,66,28,36332,4,3221,52407,1969,10195,300
10363,1373,15771,3237,1135,4370,14688,17953,74,3,33209,2,2841,19693,1135,11714,300
10370,1380,15695,9164,129,2543,15042,17952,98,31,19411,2,2376,10385,860,15348,300
10375,1385,17214,9125,1480,3429,14935,17952,48,31,54123,3,3479,55849,1964,9762,300
10403,1413,16583,10461,2448,4654,15113,17951,99,28,34182,2,3154,25024,1355,16740,300
10404,1414,17384,6930,2417,1096,14714,17951,86,9,25835,2,5503,35146,1728,13380,300
10405,1415,17680,4203,1202,1670,14758,17952,59,9,29020,3,5804,51397,1855,8186,300
10412,1422,17581,5578,1027,4734,15356,17952,69,8,38496,2,7955,55711,1982,9669,300
10413,1423,16833,8977,1349,2983,14768,17952,83,10,33957,4,6279,33415,1384,14074,300
10415,1425,17617,6238,574,4754,14935,17953,74,32,33105,4,3320,24553,1127,10718,300
10418,1428,17296,2432,2512,2224,15284,17952,63,7,52877,2,8432,19611,929,8575,300
10426,1436,15961,11445,768,4843,14696,17953,14,30,22534,4,1612,28111,1158,1071,166
10427,1437,16532,1990,2189,2002,14807,17951,97,43,24554,3,2921,17550,1319,13775,300
10428,1438,16278,5289,2387,338,14742,17952,46,13,20525,3,3588,11965,971,6149,300
10430,1440,16502,1449,654,3509,15380,17953,95,21,26318,4,4437,11472,1238,14262,300
10433,1443,16077,6239,1079,4628,15161,17954,85,14,13308,3,835,16095,1095,15697,300
10454,1464,16743,5034,522,2749,14732,17952,80,7,17042,2,3103,11678,1113,13600,300
10455,1465,16950,4603,476,4484,15345,17952,80,10,29418,4,2454,14379,1114,10544,300
10457,1467,16727,1216,1675,1112,14714,17953,85,14,21571,2,2071,35978,1526,12072,300
10471,1481,17369,2927,1341,2275,14660,17953,89,16,17640,3,4932,21034,1284,12687,300
10475,1485,15472,8847,1668,2811,14948,17951,91,38,41681,3,5434,22440,1423,14526,300
10480,1490,17509,1928,76,3905,15309,17952,84,11,15642,3,1825,16480,1143,12998,300
10485,1495,15803,8361,774,1346,14791,17953,97,45,22868,4,2023,36679,1626,12759,300
10487,1497,16078,1831,64,1944,14935,17953,54,48,32244,3,1814,22617,1118,6775,300
10489,1499,17799,6267,248,4805,14758,17952,51,15,26310,3,2136,6494,545,6781,300
10499,1509,17935,11124,1026,3632,15316,17952,91,5,23390,4,3539,18116,1047,14569,300
10503,1513,17198,11755,2004,1175,15284,17951,85,33,28195,4,1494,23348,1137,11829,300
10506,1516,17048,1240,2480,1909,15227,17952,95,4,29981,3,8533,16054,1071,14258,300
10509,1519,15773,6014,349,2376,15077,17953,95,4,10765,2,2941,16616,1236,16279,300
10512,1522,15500,8309,518,2797,14732,17951,88,24,48424,3,5744,33565,1551,13236,300
10513,1523,15966,3640,1606,673,14906,17954,92,26,15870,2,1749,16293,1043,15762,300
10517,1527,16583,1798,1182,4825,15309,17952,98,17,53097,2,7282,52015,1982,14379,300
10518,1528,16626,11574,1041,4459,14814,17951,48,38,15186,3,3737,22287,1049,9225,300
10522,1532,16418,5,2221,3443,14791,17952,98,15,52228,3,8171,20815,1144,14769,300
10524,1534,17640,10389,1542,1988,14951,17954,53,10,10635,3,2083,16206,830,9667,300
10527,1537,16978,1957,74,273,15301,17954,59,23,9262,2,3807,18104,1196,9272,300
10532,1542,15995,8489,1777,2444,15356,17953,83,36,13311,3,3560,14782,860,12234,300
10534,1544,16533,11601,2109,1020,14827,17953,92,21,37654,2,2155,17943,1023,14506,300
10537,1547,15606,3052,943,4003,14706,17953,51,30,30509,2,3890,38775,1360,7177,300
10541,1551,17640,5874,752,189,14758,17952,43,19,28136,3,2075,10450,600,7914,300
10542,1552,17744,5374,899,4398,14850,17954,79,17,11134,3,629,7110,1045,10410,300
10543,1553,15662,2307,2400,2537,14806,17954,40,25,25342,2,3662,18364,855,6018,300
10548,1558,16062,6750,1208,1117,15276,17954,74,12,16930,3,2573,9834,843,9899,300
10549,1559,15608,10996,2253,1828,14827,17951,90,26,47356,4,5753,52676,1982,14015,300
10557,1567,16520,9782,6,4113,15189,17954,89,20,16077,4,1411,13692,1006,13601,300
10561,1571,16103,5105,1682,3341,14933,17954,71,23,14758,4,581,11480,736,12796,300
10566,1576,17270,4961,1803,180,15326,17953,99,39,29341,4,3114,33514,1557,16706,300
10574,1584,17320,1583,1274,954,15029,17954,95,13,21171,2,2560,21839,1250,14131,300
10575,1585,17286,1717,1190,2335,14911,17951,59,34,49061,4,5661,27790,1214,7454,300
10576,1586,15876,2150,2236,530,15426,17952,59,10,58602,3,6964,19817,1233,11810,300
10577,1587,15761,3310,1578,2000,14742,17953,85,7,29087,3,4371,9485,892,14633,300
10579,1589,16867,10192,856,2112,14713,17954,42,38,29396,3,3598,16281,795,7834,300
10582,1592,17602,10931,2023,2948,14749,17954,69,41,14553,2,1883,5946,942,9604,300
10593,1603,16957,3421,294,4037,14732,17954,95,33,9483,2,1101,6508,967,14645,300
10594,1604,17386,7820,2007,1565,15396,17953,64,17,20234,4,4713,35150,1600,11998,300
10598,1608,15886,11128,318,1013,14933,17951,75,2,52057,2,4753,63400,1982,12592,300
10600,1610,17807,9980,41,1062,15423,17954,82,2,13327,3,837,11733,828,11822,300
10612,1622,17241,6430,817,429,15214,17954,94,8,10938,2,1746,12992,1256,16637,300
10628,1638,16968,5176,302,3972,15051,17953,83,15,19076,3,3880,31855,1420,14221,300
10632,1642,15452,3696,1366,3034,15033,17953,86,9,20935,2,3468,24002,1114,14477,300
10635,1645,17331,7384,711,3303,15217,17952,100,18,29523,4,5493,40564,1892,15976,300
10639,1649,16067,11847,393,2107,15020,17953,30,28,21768,3,2138,10192,493,5204,300
10645,1655,15884,7094,216,1697,14800,17954,85,11,7069,2,2176,5597,834,14495,300
10649,1659,15900,6823,2147,3926,14906,17954,74,47,8016,3,853,15100,1139,12717,300
10651,1661,16447,10734,1572,550,15356,17953,100,17,35279,4,2663,13116,980,14571,300
10653,1663,17165,4544,2277,995,15218,17951,100,11,33767,4,4018,41599,1744,17484,300
10655,1665,17693,11572,1506,4314,14883,17954,78,26,12894,3,2777,17440,1213,14105,300
10660,1670,17000,4162,1175,3270,15154,17952,99,16,44014,2,8570,21804,1467,13907,300
10666,1676,17483,2075,1721,50,14841,17952,43,19,52168,4,3115,52725,1668,7911,300
10669,1679,15633,843,1257,1145,15244,17954,56,48,24242,3,3401,21081,908,10030,300
10678,1688,17209,7168,91,2191,15301,17951,51,35,46650,3,8202,61984,1982,8039,300
10680,1690,17517,7615,1872,655,14910,17951,85,20,61082,2,7213,23035,1260,11924,300
10682,1692,16203,1232,1414,3304,15077,17953,90,40,21882,3,2521,33048,1502,12561,300
10696,1706,16547,10637,2490,436,15316,17951,75,24,62316,3,6789,30911,1352,11377,300
10697,1707,17764,172,2298,2620,14927,17954,77,17,10118,3,795,14675,986,11136,300
10701,1711,17754,9000,1996,226,15133,17952,58,13,63816,4,4046,33723,1407,8176,300
10703,1713,16867,9670,1906,2894,14797,17954,96,4,14099,3,1052,17013,1090,15332,300
10704,1714,16149,770,1806,3308,15113,17952,74,6,56008,3,7575,21946,1272,13822,300
10709,1719,17709,3289,412,175,15029,17951,96,2,53852,4,4723,31774,1598,14911,300
10712,1722,15729,836,417,2468,15060,17951,86,7,54214,4,3322,40920,1526,12312,300
10714,1724,15948,11690,579,160,14810,17952,99,32,14494,4,3653,9213,1034,17848,300
10717,1727,15485,11497,1871,328,14983,17954,100,30,13232,3,1376,4774,839,16114,300
10718,1728,17073,2205,2538,4455,15290,17953,70,33,21113,2,4394,12809,1037,10337,300
10719,1729,16713,2598,299,2812,14713,17954,79,35,15550,2,3912,19799,973,11127,300
10724,1734,16297,2894,614,3146,15377,17951,60,28,49003,2,6045,40662,1471,9925,300
10731,1741,17113,10759,314,34,14814,17953,62,42,26548,2,2116,19925,1060,12411,300
10734,1744,15903,9242,1107,1655,14749,17952,72,11,38930,2,7940,37147,1362,12924,300
10740,1750,17457,7461,1017,4166,14788,17953,77,30,11973,3,3401,10172,1016,10207,300
10745,1755,16280,494,1319,3188,15357,17951,55,33,43535,3,3566,35287,1343,11090,300
10746,1756,15924,4222,1530,2383,14948,17953,44,47,21685,3,1911,29313,1224,6078,300
10771,1781,17573,8756,162,2892,14755,17951,99,19,59279,3,3626,51429,1786,16086,300
10772,1782,16202,8463,1054,801,15384,17952,78,15,39004,2,3034,39811,1465,13642,300
10775,1785,17696,4989,89,4971,14652,17952,95,15,49340,2,4842,32112,1346,16193,300
10778,1788,16540,6086,584,1674,15156,17951,71,47,23264,2,1385,10373,1034,10445,300
10791,1801,16165,5572,1671,2515,14954,17953,92,30,34819,3,2984,29842,1558,12331,300
10794,1804,16624,377,1748,4749,14829,17953,90,3,12724,2,1720,28364,1542,15220,300
10798,1808,15540,9349,33,2391,14810,17952,96,43,41774,2,8860,50141,1866,13523,300
10802,1812,17384,4326,2092,4922,14649,17951,97,37,25315,2,2381,17968,1107,16709,300
10822,1832,15750,4994,1524,3646,15275,17953,86,31,32252,3,1602,39569,1634,13974,300
10828,1838,17538,8836,760,2163,15120,17951,95,46,39550,3,5567,25327,1239,14052,300
10849,1859,17211,189,506,917,15407,17951,73,17,31176,3,5173,15151,1159,11650,300
10869,1879,17325,5379,2449,4858,15332,17951,72,35,53840,4,6296,63547,1982,11261,300
10874,1884,17269,7173,1377,4746,14649,17952,97,24,57797,2,3825,55728,1982,17353,300
10878,1888,17568,11967,1858,1165,15154,17954,77,14,22342,3,1517,10284,1058,12483,300
10885,1895,16791,9212,2532,636,14758,17953,74,22,34091,4,4336,13821,1179,13403,300
10886,1896,17289,10652,2289,3354,14713,17953,36,26,17025,3,3300,19060,1104,4686,300
10903,1913,16182,1572,2251,1482,15311,17953,16,14,34562,3,1619,27436,931,960,84
10917,1927,15681,10573,1664,516,15154,17952,94,20,33449,3,7088,63556,1982,13840,300
10918,1928,15902,9701,2436,4205,14858,17953,89,10,17130,2,2560,38423,1464,12245,300
10920,1930,16482,4963,2154,1290,15356,17951,73,33,50760,4,5037,52994,1982,12554,300
10922,1932,17071,1903,1567,2663,15380,17951,99,46,27250,4,4956,52074,1982,16065,300
10924,1934,16454,8247,1370,2300,14997,17951,95,44,46277,4,7174,22072,1198,15706,300
10925,1935,16606,5163,2302,4062,15336,17954,91,45,26385,4,2054,12015,1071,15722,300
10929,1939,15937,6894,1143,685,14983,17951,96,38,35757,4,6426,49621,1866,14508,300
10931,1941,17276,8362,2210,3129,14713,17953,25,8,23334,2,3428,20857,971,3868,300
10937,1947,15529,7224,2318,1498,15350,17953,81,13,16014,3,2629,24990,1332,13138,300
10942,1952,16841,5831,2430,1684,14997,17951,99,35,64582,2,3361,36959,1797,16862,300
10947,1957,15748,6735,1914,838,15153,17951,89,32,17335,3,2933,21556,1347,13284,300
10950,1960,16233,10244,460,1215,15426,17953,81,22,21341,3,2692,14255,846,10690,300
10951,1961,17101,11155,485,1945,15153,17953,96,17,30993,2,2489,13393,1141,13134,300
10955,1965,16138,2499,278,2162,15178,17952,73,44,25272,2,3551,24179,1360,12031,300
10957,1967,17038,7121,1820,3566,14757,17951,54,47,52569,3,3349,20322,871,10751,300
10966,1976,16858,3607,30,3773,14933,17953,46,3,29662,4,4608,19729,931,6712,300
10967,1977,16182,1462,572,704,14814,17951,99,24,35138,2,3368,45456,1792,13802,300
10968,1978,17189,3605,85,1292,15412,17951,84,34,21354,4,2200,23679,1329,15096,300
19,800,17796,2721,2265,4366,14969,17954,20220900,4,39278,4,2761,64840,315,554,67
10001,1011,17019,1797,745,3801,15038,17953,96,35,38022,5,4642,38201,1704,12778,300
10003,1013,16946,5312,1245,2346,14780,17953,93,15,8910,5,3310,24808,1143,12433,300
10013,1023,15560,7249,2522,865,15416,17952,90,27,14261,4,1329,16759,1307,14673,300
10018,1028,16379,3096,2128,2889,15330,17952,99,23,48066,5,3964,62569,1982,14608,300
10027,1037,17370,1208,1432,3805,15164,17951,92,20,47254,5,4666,59573,1982,14232,300
