id_complaint,description,status,complaint_sk,id_beneficiary,id_provider
516,Concern accept nearly line provide seat executive. Early Democrat politics might strategy.,closed,563,619,404
517,Begin paper ready student play commercial country. Book mean child meeting stay wife which.,closed,564,2553,702
518,Discussion much before yourself become born. Maybe country window defense.,open,565,2449,106
519,Vote perform sort author without. Three professor forward strategy.,open,566,445,15
520,Your maybe good quality. Stay education want read. Yard across consumer image avoid send.,open,567,4462,95
521,Result baby rather new. And brother my special. Financial present its something talk.,closed,568,4879,309
522,Learn north allow board throw. Like low these fly year.,closed,569,2185,760
523,Process together know maintain person data born. Public moment you risk know surface west.,open,570,3458,720
524,Their story challenge find style decade evening if. Contain address final loss.,open,571,3050,89
525,Reveal very only pull born rest fine oil. Begin main available official learn.,closed,572,4521,524
526,Scientist oil lawyer sea.,closed,573,1647,760
527,Building rock never tree. Low add serious.,open,574,2463,765
528,Sister then bill debate maybe any kitchen. As scene concern part process dream born.,open,575,3675,261
529,Others interesting life authority situation. Agree whether world alone debate matter which feel.,closed,576,2369,675
530,Major condition goal water charge space. On hair nothing apply.,open,577,2609,64
531,Apply similar that glass total eye among budget. Upon fire project the.,open,578,929,187
532,Federal mention entire threat. Investment nor course just such sort marriage. Want send mind fine.,closed,579,3896,370
533,Inside point which. Represent everyone police involve music kid.,open,580,3023,448
534,Much share ok remember general identify knowledge. Feeling buy order animal happen describe.,open,581,3380,500
536,Value commercial next particularly then. Property movie between machine.,open,583,1458,506
537,Matter individual movement dinner our. Thing kid go save. Public the skin send.,closed,584,11,102
538,Others teach management Mrs no. Stage Mr ball. Exist can follow skin.,open,585,2339,795
539,Game word particularly their save such. Simply control sport site.,open,586,4405,105
540,Year knowledge water thousand. Term theory treatment exactly inside.,open,587,1184,594
541,Despite my check agency discussion half. Song office clear job. Service sort investment book.,closed,588,1817,4
543,Challenge word white their act hear. Trial dinner after against.,open,590,2649,336
544,News time century shake me. We many strategy place simple growth. Carry degree two job hot yard.,open,591,2292,370
545,Third church Republican throw. Wife create according hotel quality message American.,closed,592,194,461
535,However especially stuff successful on. Both identify receive.,closed,582,2349,299
546,Follow big throughout especially eight level imagine image. North decide model specific together.,open,593,630,565
547,Everything room term maintain explain morning benefit. Organization evening floor wide surface.,closed,594,1548,634
548,Data top create visit resource put Republican marriage. Enough strategy question significant than.,open,595,757,32
549,Investment deal couple break lose. Stand fight even artist lose century.,closed,596,3754,296
550,Foot play better different way any. Several piece once. Dream able issue parent.,open,597,3242,423
551,Open when card by. High none production argue. Financial expect capital town only former.,open,598,2558,754
552,Only ago us skin describe live.,closed,599,702,521
553,"Fact visit player. But represent situation table.
Hospital explain network then point goal.",open,600,587,724
554,Change actually suddenly job film single. Improve sometimes worry.,open,601,4872,52
555,Energy fire music sell gun recently bed away. For practice something health no.,closed,602,1980,661
556,Forget church ahead who position adult life. Statement than game possible.,closed,603,4912,653
557,Hold best her inside. Network drop financial discuss. Senior idea down nation mission mission.,open,604,3279,568
558,Everybody degree impact result. Father generation radio how involve heavy.,open,605,4993,641
559,Note hair forget film class treatment control.,open,606,3394,410
560,Just appear choice along travel. Message blood reality.,open,607,2913,272
561,Stage any project detail party day forget. Fill amount family moment exactly seek.,closed,608,1072,180
562,Kid image within chair prove which event. Contain against guess idea surface lose.,closed,609,3507,338
563,Population left PM ever. Option can help concern. Others effect nice major piece.,open,610,898,665
564,Edge firm according case well spring I. Happy only network you item admit around.,closed,611,4894,372
565,Past way husband toward. Nearly source develop dream.,open,612,1036,15
566,West arrive notice card. Wonder idea similar party scene also. Position bill campaign.,closed,613,4613,436
567,Decide more coach each bad. Agency third huge room tell support.,closed,614,1889,174
568,Cost raise dream hair east thank. Power best begin class. Game still deep might standard but.,open,615,3506,120
569,President air face gas stay attention treat. Child her garden begin.,closed,616,176,612
570,Employee occur economic tell. Fish agreement turn political your know read.,closed,617,3811,632
571,True low anything size international very onto camera. Movement choice then back election word Mrs.,open,618,306,105
572,"Indicate explain conference evening.
Late lot choose majority success need enter certain.",open,619,4817,236
573,Approach create religious notice. Bad sort make move guess.,closed,620,88,139
574,Office consumer show suggest person husband weight.,closed,621,4742,572
575,Investment this maybe late see executive. Must couple investment apply source eat.,open,622,470,6
576,Into threat other indicate new discuss reality. Lead identify media she high audience practice.,closed,623,3392,59
577,Matter would professional case service child sit. Training nor majority threat.,closed,624,1026,182
578,Year join then game kitchen wife. Pattern every mouth build. Pull which right full owner.,open,625,468,104
579,Involve yes social. Tree network work song system together. Keep development capital.,closed,626,677,693
580,Audience audience safe must view important. Enjoy important cost with.,closed,627,1392,675
581,Court many turn individual finish half I. Federal give college beyond service quite line.,closed,628,4306,674
582,Interest better part plant decision well among. Hot total lead site design every.,open,629,2042,377
583,According statement economy. Brother along much group affect under. Concern agent trial family.,closed,630,1456,514
584,Side race stuff start.,open,631,692,304
585,Officer company seem own eye imagine. Pull blue bill scientist catch around. Individual fish to.,open,632,3164,303
586,Feel create clear notice experience writer. Goal something between wall pay.,open,633,1586,205
587,Public never school discussion worry. Movie walk play ago.,closed,634,397,595
588,Thousand lawyer condition mind measure bag still. Follow nature medical claim moment about test.,open,635,4733,582
589,Safe care third radio career raise nation. Carry along be conference.,closed,636,1646,363
590,Focus our someone near along. To nearly water.,closed,637,1057,326
591,Hit class culture edge. Wide reflect religious seven inside source.,open,638,4366,220
592,Couple process term live hit. Certain action loss forget big.,open,639,4833,327
593,Crime yard new team candidate. Wrong which help whose court wide hand.,closed,640,2432,642
594,Study above discuss know. Another audience second computer. Much enjoy response know would energy.,closed,641,1988,652
595,Sense artist that about sure school.,open,642,2993,174
596,Issue just mean dream. Small state space early moment.,open,643,3107,624
597,Break country must do a suffer new whether. Light message already condition include which.,closed,644,2873,691
598,Degree break role. In sound firm market onto. Sure Mr last.,closed,645,907,408
599,Animal plant treatment lead high admit low. Window wait usually research quickly.,closed,646,3027,631
600,Be so clearly indicate question. People campaign garden fish.,closed,647,1319,571
601,Eight a international southern him yet physical. Range management site radio everything let.,open,648,1077,51
602,I after course test. Chance become sign card away. Sit suggest act smile main south.,open,649,1477,730
603,Success our political author indeed actually which. Everyone simply doctor consumer.,open,650,3240,469
604,Wonder despite themselves choice. City majority behavior black hot wonder people.,closed,651,4502,40
605,From keep only now choice. Fall religious accept charge professional. Enjoy manager moment.,open,652,412,367
606,Nice total director rate whom. Seem require trip scene class.,open,653,2904,545
607,Plan watch pick example. Finally almost walk find beyond century beyond by.,open,654,1479,639
608,Son bag their claim. Sometimes ago lead officer election within skill. Ago mother my example.,open,655,3988,77
609,Early face material. Place chair age never top thought course. Office say long apply off.,closed,656,3115,342
610,Great eight sit war seat. Administration reduce carry floor easy.,open,657,2910,247
611,Since tree fly company now similar. Former kind see else head.,closed,658,230,704
612,Somebody myself region commercial discover. Set financial collection man.,open,659,725,570
613,Agency chance hand nature. Job pressure ready boy have know civil. Impact computer those finally.,open,660,4517,133
614,Return political tell doctor social challenge. Interview evening stuff everything commercial with.,closed,661,3514,183
615,Kid leader himself home study owner claim. System later head similar nature within.,closed,662,2296,279
616,"Future let red any financial. Get answer chair science.
Scene continue anyone home.",open,663,306,666
617,Program I where clear event type age to. Baby body long. Add foreign factor.,closed,664,2738,62
618,Next car social themselves size region. On debate exist night buy will.,open,665,1061,415
620,Front follow long dog second college expert enjoy. Job skin scene. They Congress character brother.,closed,667,1312,158
621,"Thus letter large stand develop.
Not community account dream.",open,668,1699,329
622,Nearly term suddenly effect town since. Amount war necessary increase rise phone.,open,669,2630,163
623,Late professional realize throughout.,open,670,1532,771
624,Officer hear positive life. Budget factor factor open question traditional much.,closed,671,1683,545
625,Wait especially doctor seem another school energy. Not win mention here suggest million century.,closed,672,3062,581
626,Spend field production available. Establish focus development out tonight.,closed,673,2708,353
627,Experience onto statement weight cell view interview. Black term best court.,open,674,275,139
628,Effect take cover blood heavy. Eight student politics think budget. Law sing would those.,open,675,2409,500
629,Fill reach kid adult box act while wide. Force daughter parent that. Style wall next.,open,676,2957,579
630,Line lay rather ok. Thing despite security pattern possible authority.,open,677,1713,445
631,Difference rest teacher inside born page notice could. Board score apply.,open,678,3944,780
632,Federal surface expect miss. Up body every. Summer security official.,closed,679,2924,51
633,Exist federal visit try. Want charge reveal camera part hold city.,open,680,4447,484
634,Citizen foot cup but region lot would similar. Technology a institution society fund.,closed,681,1791,759
635,Central improve response film night begin news. Camera stock guess trip.,closed,682,1236,488
636,Task our want bring reduce worker my. Much attorney none four note above.,open,683,2469,421
637,Perhaps say entire. Home author star give. Born share drop.,closed,684,1539,493
638,Term draw simple argue song when. Right college check magazine large.,closed,685,2906,643
639,Outside call meet. Before why if hot building miss raise traditional.,open,686,1207,234
640,Structure major even. Attorney sign white according cause for. Book worry both.,closed,687,365,506
641,Cause accept know particularly scientist. Purpose may analysis page. Get crime meet become.,open,688,2578,689
642,Budget decide yard will conference step.,closed,689,53,157
643,Whole without would resource place common factor. Off event size quality local woman.,closed,690,2616,461
644,Court always history bank against support. Pick production finally ready however box wrong.,open,691,1539,690
645,Everything factor society state mean industry then official. Hot decade act nothing fire.,open,692,3645,71
647,Reason medical travel know debate lawyer again close. Blood TV end how season court.,closed,694,4788,574
648,Everybody will bed talk. Health than mean.,closed,695,213,735
649,Fine lawyer question course. Radio cup arm recognize over help.,closed,696,4438,418
650,Power feeling company nice rule a. Size perhaps then hot certainly. Official report put real Mr.,open,697,4430,286
651,Young almost laugh this itself. Ready choose natural main home eat half.,closed,698,4951,593
652,What realize know bag move they stop. Fly win statement travel conference help.,open,699,1747,265
653,Mrs consumer like. Market against police attorney city certainly court. National Mrs suffer event.,closed,700,4333,700
654,Music it fish job here owner.,open,701,3905,541
655,Wrong hard down hand civil. Middle former fly model measure. Foot fact assume job.,closed,702,680,359
657,Black dog personal capital. Hard by dinner short.,open,704,324,619
658,Growth heavy smile market artist reach method.,open,705,2218,525
659,Standard until in those soldier million. Off well view free for by movement.,open,706,3288,771
660,Political result some start.,open,707,477,639
661,Professional leave behind phone. Seem computer bill learn good loss.,closed,708,3158,703
662,East wrong example. Edge despite wife age tree action. Her which executive politics my.,open,709,195,16
663,Yourself material price. His design compare voice seven turn should.,closed,710,605,191
664,Understand third Mrs record. Onto study whose blood respond option.,open,711,1033,164
665,Visit by ready type everyone.,closed,712,4748,145
666,Let paper little food method forward degree memory. Item I environmental administration.,closed,713,810,355
667,Mother environment hand least house. Bad century should look provide. Enough best like.,open,714,3757,757
668,Single market care win. Citizen plan however job couple guess official.,open,715,1874,385
669,Full scene certainly age deal debate simple. Brother mission television when listen.,open,716,140,752
670,Gas professional owner five on sign. Throughout job choice yard. Degree each tend this movement.,closed,717,1366,299
671,Three majority economy management system discover town. Age financial claim.,open,718,412,266
672,Sometimes budget stop success high push. Cultural treatment home safe figure.,closed,719,1833,111
646,Ok positive international. Show bad develop reach citizen operation.,open,693,3912,756
656,Son mission its those I room. Western person leader red something.,open,703,2012,241
673,Why by control even put gas rule less. Energy staff firm. Everybody boy cultural cell any.,open,720,200,661
674,Recent dinner good. Thing represent police other prepare.,closed,721,3650,132
675,Board sit partner Congress different believe. Address exactly crime out enough cell set.,closed,722,1333,396
676,Major training cell second late TV. Trouble edge serve have author. Work season money interesting.,closed,723,3212,482
677,Special top next. With life test statement watch. Offer television hotel way.,closed,724,494,710
678,His next scene until around huge machine. Common blue central test upon property have.,closed,725,2536,772
679,Style film study. Data they happy fly surface final benefit.,open,726,3107,345
680,Age word suddenly hot new. Up exactly you compare.,open,727,1281,679
681,Officer building born gun. Appear on have manager firm move.,closed,728,4852,297
682,Feel worry stuff trouble company. Public law if spend here member artist. Capital serve would bar.,open,729,957,730
683,Herself structure environmental suggest. Get season book help.,open,730,2716,238
684,In interview age film us.,closed,731,3177,653
685,Concern response huge available various career wrong.,closed,732,399,314
686,Win baby middle yard argue oil less. Seven action mother move pressure couple.,open,733,2374,406
687,Audience star security growth red. Continue whatever budget hope building small.,open,734,2708,444
688,By reason watch cup beautiful above off. Bar choose still thus himself evening everything.,closed,735,4007,115
689,Detail man director everything price. Unit talk sure than poor near end.,closed,736,2747,63
690,"Car trip machine cultural study. Consumer perform arrive under wish gun.
Purpose real consumer way.",closed,737,3101,309
691,Military fast experience prevent mission. Same provide animal term respond moment wife.,open,738,4691,716
692,Member difficult others week husband. Full guess level although place.,open,739,709,3
693,Everybody moment member through ahead Democrat shake. Case everybody people hour after life sure.,open,740,3527,789
694,Meet move walk forward debate expect. Weight conference couple cover dog throw trade.,closed,741,547,25
695,Character serve former common pick. As true left.,open,742,4490,549
696,Series lose two occur. Three film own determine and when step. Easy which forget.,closed,743,4760,412
697,Within already let what discussion same. Edge front color either. Notice language true result.,closed,744,3811,610
698,"Meet direction Mrs.
Future need budget approach best boy. Say especially law thank.",open,745,4846,663
699,Know only song financial eat add million. Structure cover friend play attorney economic.,closed,746,1102,317
700,Special road rest miss finally. Month laugh kitchen finish hear third.,open,747,2807,255
701,Simply of activity window. Personal story statement year.,closed,748,758,727
702,Significant notice vote four role. Structure thank big hold keep student.,closed,749,4292,650
703,Operation see will every add hit statement. Have if fund scientist one resource.,open,750,4786,147
704,News arm the still somebody. Add team anyone dog.,closed,751,170,104
705,"Ask deal international. Democrat series address begin.
Child entire administration probably.",closed,752,3900,405
706,From finish but box hold. Race leave different prevent investment laugh.,open,753,144,357
707,Source soldier everything ok through as. Plant become say century. Management read office.,closed,754,182,14
708,Group another trial hotel crime. But carry here beat. Company if gas least social.,closed,755,585,619
709,Partner peace threat town way year. Investment win surface young. Set fine or class if.,open,756,1990,468
710,Kitchen more traditional up reality. Soon meet per one issue.,open,757,3440,661
711,Wind enough scene other. Indicate again example later wife.,open,758,440,791
712,I old until season million local glass. Enough fire behind prove line.,open,759,2709,348
713,Actually page offer style. So cover kitchen reduce view degree claim.,closed,760,2981,531
714,Than pay style history service artist. College range current.,closed,761,2410,362
715,Loss organization effect process next big check market. Artist impact challenge whom a.,open,762,3161,177
716,Safe during large system. West TV month budget tend reality stock cold. Almost theory Mrs.,closed,763,4142,597
717,Mouth final throw her either nature. Here unit hospital kitchen treatment until at. Page us any.,closed,764,2029,527
718,Full argue trouble safe writer like use. Gas small parent seven power.,closed,765,896,639
719,Little until interest fly. Usually reduce sometimes line as rest region.,closed,766,4629,222
720,Cold mean statement year different near too four. School activity four management.,open,767,937,743
722,"Final of even arrive. Environmental analysis what style.
Training report could much.",open,769,2673,657
723,Weight send thank second seven success author. Population skill tree be plan court moment.,closed,770,708,298
724,Decision carry often. Risk pattern age hit big. Within already enjoy however notice help buy.,closed,771,3036,245
725,Resource step receive one health. Time grow me between big all vote.,closed,772,450,550
726,Million face film man. Field expert according including value.,open,773,3488,441
727,Low yeah listen simple kind special vote. Letter mean plant force store.,open,774,3278,784
728,Recent development because wish provide drop. Executive back administration.,closed,775,1682,145
730,Evidence population claim century type candidate hundred. Physical president door face.,open,777,1307,479
731,Especially fine stand smile capital from simple admit. Boy sign whole position seek out send.,closed,778,1974,223
732,Head behavior hand American card. Tend program who. Soon carry argue cause American.,closed,779,2024,454
721,Republican happy remain scientist old someone.,closed,768,2883,758
733,Us if read eye. Protect push arm me network recognize. Although often increase single.,closed,780,1699,285
734,"Cultural close next go. Score him Democrat.
Find show method.",open,781,3142,325
735,May table field. Southern others maintain why.,closed,782,2276,732
736,Allow land threat world now. Director themselves middle memory sound seven onto.,closed,783,4076,673
737,Turn entire describe black product hear. Detail would with.,closed,784,853,145
738,Source single anyone scene design entire. Rule station bed benefit law. Yet PM direction.,open,785,831,83
739,Little land group maybe form another. Door claim pretty player suggest material strong.,closed,786,201,541
740,Language main something. Sea son hour along start attention.,closed,787,4680,361
741,Run anything trial contain. Future range nice between admit recently actually.,closed,788,1113,375
742,Century fine door. Question pull medical may paper.,closed,789,2025,255
743,Past risk bring also. Serious us physical.,closed,790,554,716
744,Start role wear. Right that health happy eight another.,open,791,4557,459
745,Employee economic pull career I tonight. National tax whose democratic.,open,792,928,489
746,Show finish past customer bed right within.,open,793,2553,98
747,Agency their at always trade seek. Receive concern carry his hear whom.,closed,794,460,791
748,Himself toward bill easy meet TV able. Least debate north citizen.,closed,795,1610,797
749,Forget event leader choice environmental. Push film natural service. Method fear doctor feeling.,closed,796,1886,309
750,Knowledge blue debate compare south eat. Beautiful camera because career too crime.,open,797,581,231
751,Claim seek team lay speech. Deal social thank drop. Action between manager leg control father.,closed,798,1532,251
752,Democrat hard standard stop send impact. Treat PM well by.,open,799,4955,288
753,Again office if. Executive commercial blood throw mouth while. Whom could walk car which.,closed,800,1622,688
754,Note step western miss. Every check early trial. Information method production increase.,open,801,1194,401
755,Same catch court term yes. Main whose during reduce his much.,closed,802,1342,344
756,Pattern sister tough. Kind citizen election line. Improve include recognize man.,closed,803,1509,553
757,Near rather letter under along say. Several believe money social you themselves decide increase.,open,804,4671,609
758,But everything however agency set public. Explain style arrive house win same.,closed,805,1985,598
759,Suffer perhaps order subject give way although. Mean ahead example rock hot.,closed,806,4991,70
760,Impact heavy five newspaper the. Address office since rather character would.,open,807,3928,648
761,There right player almost moment evening. Cover short political discussion serve newspaper.,closed,808,1329,443
762,Drug fine instead what. Just million model want.,closed,809,933,245
763,As run so yeah drop.,open,810,2174,562
764,Miss eye information interesting huge. Inside skill campaign tax sister.,closed,811,3060,441
765,Change fine able arrive job where. His already protect teacher ground daughter.,closed,812,120,678
766,Focus example respond theory. Station arrive my. Raise college morning high billion prevent senior.,open,813,3973,511
767,Suggest matter building particularly. Responsibility final law. Turn clear plant customer.,closed,814,356,357
768,"Coach until rock heart. And action Democrat ready ball.
Green remember sell beautiful agree.",closed,815,411,782
769,Hard possible live stop pull on. Far at near director scene state range thing.,closed,816,1830,532
770,Tv main recognize appear institution wear. Large produce argue woman.,open,817,1461,137
771,Company writer if to future game color. Entire their size apply power anyone practice.,closed,818,3928,436
772,Heart subject example commercial firm. Challenge value record government none.,open,819,4043,451
773,Election traditional carry memory important town. Painting officer recognize perhaps thing deep.,closed,820,1917,559
774,Late affect month walk least late. Choose subject thought knowledge myself go west.,open,821,793,418
775,Teach there attorney house benefit. Save outside third also above type before.,closed,822,21,398
776,Carry attack since key alone. Final reflect next enter attention.,open,823,798,499
777,"Group former wall drug popular cup.
Claim unit heart one treatment.",open,824,4626,401
778,My plan imagine international. Various difference fall war. But state management shake certainly.,closed,825,4875,42
779,Model summer hotel employee wife. Work member whole available various.,closed,826,3016,379
780,Soldier thank movement rich cut game must. Message nor south sure collection political.,open,827,317,175
781,Rate second by born. People image base course those soon budget.,open,828,4181,354
782,Save decision heavy movie hospital company turn good.,open,829,1142,463
783,Industry we improve talk she son huge. Save try room until down ready total.,open,830,4516,98
784,Lot evidence too treatment can per. Pick rise bank service them create thank.,open,831,474,736
785,Five radio among medical continue. Wear when space strong south.,open,832,2986,210
787,Happen idea increase their speech mother. Common artist product understand art.,open,834,2354,124
788,Why how somebody. Develop no four whatever performance.,closed,835,3926,693
789,Happy arrive quickly go often happy travel. Until none before around performance.,open,836,3626,605
790,Seat they present popular. Career song voice friend car list. Create director should section.,closed,837,1346,781
791,Field investment security job suddenly attorney when. Reach edge while able. Because join already.,closed,838,1240,668
792,Concern current or try deep. Character make read them onto.,closed,839,3438,482
793,General myself behavior. Production attack develop part. Power lawyer four explain forget.,closed,840,2211,130
794,Democratic live somebody total cover. Catch environment prevent shoulder coach.,open,841,1690,750
786,A miss together decide. Order follow well agreement.,closed,833,4405,96
795,Especially security amount ask along national both.,open,842,4154,281
796,Experience around similar letter process Mr. About method close.,open,843,1086,169
797,Why animal move than five list each. Two simple high shoulder reason size since.,closed,844,3816,465
798,Place reduce air interview. Out general only two finish star lay.,closed,845,2649,646
799,Analysis maintain either thing him themselves smile. Second conference turn fast story sit set.,open,846,1675,355
800,Only most behavior trade thought. Grow carry professional Congress blue.,closed,847,2750,668
801,Hand not who accept rock beyond another. Piece attorney test simply poor happen media.,closed,848,4203,67
802,Not financial agreement deal member chair. During right kid reflect wish point air.,open,849,3324,693
803,Protect those each view life. Effect goal task against democratic animal.,closed,850,1919,69
804,Thought assume and record look course half. Hope last training deal from significant show.,closed,851,29,465
805,Compare claim prevent rich accept reveal. Find dog Republican green full speak participant.,open,852,1313,715
806,Follow pattern writer million pressure. Already involve increase yes.,closed,853,1363,539
807,Employee including Republican position compare fast picture. If bit reduce well offer degree.,closed,854,47,189
808,Article call fire agreement fly. Parent five voice who tell.,closed,855,1139,791
809,Part purpose then suggest partner resource. Station commercial start act attention.,open,856,4018,138
810,Party apply us anything on too. Various remain though certain national brother offer inside.,closed,857,3234,731
811,"Pull nearly sometimes scene past.
To year affect feel many police entire several.",open,858,911,598
812,Seven instead test no.,closed,859,4883,49
813,Vote notice chance. Across actually question finish new. Market whatever various member character.,closed,860,2933,608
814,"Skill plan will record theory.
With fast house.",closed,861,2369,317
815,Police sing range state. Form everyone me walk public word cup. Yes girl perform.,open,862,888,293
816,Child concern decide activity no music. Create education very lay case late impact.,closed,863,3723,89
817,Recognize as card moment data detail. Listen today so.,closed,864,2535,742
818,Might politics hour cut case just. Camera type country boy get tend.,open,865,1245,595
819,Read final thing order knowledge remember behind. New social produce raise gas call forget.,open,866,517,147
820,Eight forget watch decision situation present. Allow concern poor most her program impact.,closed,867,556,720
821,Yes head old structure. Media sign parent final.,open,868,2995,217
822,Alone agent case choose room purpose. Rise foreign hit describe thank.,closed,869,4021,688
823,Husband generation call he blue.,open,870,1982,271
824,Green foot toward card simple herself. Upon trip long. A chair television customer.,closed,871,2443,299
825,Summer bad fine operation available almost. Day director fire voice themselves.,closed,872,1380,510
826,Though point manager visit nor beat matter. See analysis happen result.,closed,873,132,243
827,Generation technology cover race today kitchen person will.,open,874,3661,195
828,Grow life news purpose. Car magazine however shake ten against. Water middle event when.,open,875,1156,764
829,Society leave card. Teach single though however. Wonder more quality hospital leader.,closed,876,2434,567
830,Sea number now daughter cell soon contain. Box open contain.,open,877,3516,781
831,Serve support item describe enjoy nothing quite. Respond option ground sure well product picture.,open,878,765,10
832,Drop despite floor make myself operation.,open,879,4181,668
833,Actually success several west. Brother similar executive interest responsibility blood collection.,open,880,3143,184
834,Election pressure worry notice. Establish agree four.,open,881,1886,29
835,Expert agreement purpose area. Debate show they each admit idea anything. Soon four what.,closed,882,176,74
836,Prove sit per fall pick international from away. Office business star where citizen.,open,883,379,594
837,Tree within begin somebody much whatever. Sport knowledge attention deep.,closed,884,3872,303
838,Arm pattern star adult. Sure every care five.,open,885,878,230
839,Treat PM cause much decade. West available away perform ahead.,closed,886,2783,688
840,Police employee program state lawyer. Often nice remember power. Money population might of lawyer.,closed,887,1924,563
841,"Walk instead several thus.
Series member financial near. Growth indeed claim human.",open,888,419,470
842,Loss billion food state. In threat policy remember put. Along along range miss already hand.,closed,889,599,550
843,Land part a return go cultural. One specific for pull trouble may. Race high have.,closed,890,1756,139
844,Science less operation just too. City real less knowledge.,closed,891,1403,296
845,Purpose paper plant. Nor or actually population civil cold price. Can quickly lay heart.,closed,892,1228,658
846,Rather power build some teacher he main. Person store successful relate.,closed,893,411,640
847,Accept red society beyond professional. Such use measure daughter cut available.,closed,894,2316,791
848,Event now cover interest. Huge current kind laugh personal accept.,closed,895,2920,331
849,Product life number main century. Star certainly hold wear.,open,896,4562,673
850,Feeling amount different try. Worry leg radio college growth then race. Relate life address mind.,closed,897,3471,675
852,Class hear control away. Among send national short one teacher commercial.,closed,899,3199,409
853,Necessary cold full ability. Me west official speak.,open,900,4338,440
854,Especially own night hospital. Policy deal against force write.,closed,901,407,520
855,Culture national language campaign born moment simple. Car north fear help institution however.,closed,902,2555,73
856,Difference every moment morning. Sit any type detail.,closed,903,4034,707
857,"Nearly avoid nothing other.
Way by health impact myself. Arm teacher several. Defense music suffer.",open,904,561,746
858,Race man able market statement some. Then treat tonight window for not.,closed,905,3941,548
859,Past herself commercial own claim training. War compare energy drop.,closed,906,3839,364
1193,Couple decision direction eight edge wait.,open,907,628,551
860,Thousand our by care form capital. Capital she ever perhaps argue art national source.,open,908,2715,92
861,Final plant from. Tax local job fast agency. Drop reality team as community.,open,909,3665,407
862,Too statement personal speech. Success offer final provide this. Store only leg.,open,910,2262,707
863,Offer up year into road. Politics nature water international set heart individual task.,open,911,3435,790
864,No owner free one.,closed,912,2082,627
865,Employee eat scientist expert also mother. Power report at indeed or scene. Stay report full wind.,open,913,1355,256
866,Test call pattern answer weight. Media finally claim by wear dinner few.,closed,914,4201,771
867,Certainly radio describe carry summer interesting capital tend.,open,915,3240,324
868,Strong seek bed point serious probably second husband. Position let during all success production.,open,916,2804,533
869,Job blood son forget candidate truth significant. Never they move individual deep add spring.,closed,917,4107,2
870,So mission particular any. Until third civil peace attention.,closed,918,1349,556
871,Field fire type instead possible. Despite rich down write.,closed,919,4545,681
872,When model know trip. Deep live foot save.,open,920,2077,79
873,Budget us probably day down race reality sense.,closed,921,4178,127
874,"According certain material manager fish step lay. Behind kitchen many part.
Leg law relationship.",open,922,270,124
875,Significant day town instead. Culture course turn able last.,open,923,2253,693
876,Worry worry draw at. Interview call administration.,open,924,3392,428
877,We door room road citizen finally. Work top democratic yes hundred case someone.,closed,925,977,631
878,Foot only second huge environment maybe listen. Near two condition establish.,open,926,4047,57
879,Cultural yet right prove knowledge ok home. Share simple people nation store movie leg.,closed,927,581,358
880,Recognize employee care anything.,open,928,3367,546
881,"Year well professional indeed.
Eight job end data. Enough pick cold anything quickly better room.",open,929,809,37
882,From send as wall care. Billion drug budget debate strong respond theory.,closed,930,4036,752
883,Somebody scene friend agency week democratic bad. Sometimes soldier anything he.,closed,931,3177,702
884,Necessary executive nice office direction. And exist step compare. Bill challenge student personal.,open,932,2076,394
885,Which story much there sort loss. Follow none artist story cultural garden soldier join.,open,933,4346,546
886,"Smile memory response wind end hour.
Room law civil old ability. Mission trade food yourself.",closed,934,2094,328
887,Marriage figure task professor. Spring woman similar radio land be interesting. Support full since.,closed,935,2320,189
888,Stage agent this direction hand yard.,closed,936,1448,125
889,Sign middle leave true minute. Congress boy buy focus level.,closed,937,3588,597
890,Tree mouth individual trade resource. Big material which lose fact story back.,closed,938,1949,540
891,Car where design nearly.,open,939,984,293
892,Occur from by then. Something information image standard else research end.,closed,940,2433,136
893,Base himself here ground woman scientist have. Total require away after.,open,941,4915,479
894,Nor season attorney. Month oil subject recent.,closed,942,698,777
895,Meet take chair camera office. Production program performance discover recent film.,open,943,4389,680
896,Value quite notice question. Size guy late agreement authority. Program science city.,open,944,1275,158
897,He green level get federal certainly. Herself staff magazine. Conference reduce beyond single.,closed,945,4371,748
898,Get act go laugh senior concern drive. Sport too size. Successful standard in magazine reality.,closed,946,2531,236
899,Open figure woman. Less government join she. Mouth hope service sort.,open,947,4835,754
900,Expert young thing true follow. Ground choose step know. Write along peace.,closed,948,2756,200
901,Return behind relationship father almost. Lay she those mean. Enough trip group.,open,949,1035,641
902,Country pressure evidence operation charge music share. First worker decision.,open,950,2904,370
903,Season return sport office kid music. Result few little enter.,closed,951,1251,576
904,Involve these security care. Born into father. Easy story way sort yet.,open,952,1440,112
905,Adult change look cover. Theory produce hope reflect against. You as forward.,closed,953,1386,722
906,Gas the measure traditional. Child land clearly when.,open,954,305,57
907,"Into senior machine another.
Job almost others remember across.",closed,955,320,375
908,Series ahead class trouble reduce current. Rise stop movie idea.,open,956,2048,112
909,"The recently turn husband. Behind then natural.
Require present walk plant during house best agree.",open,957,4062,283
910,Behavior personal gun Democrat laugh. Song finish defense leader.,open,958,750,192
911,Clearly manage baby before. Personal sell up charge Republican some.,closed,959,1252,256
912,"It true event sing record bad store.
Community girl including four well.",open,960,1622,655
913,Add fish yourself stuff. Learn detail carry look method few.,open,961,3946,190
914,Maybe too sea manage. This behavior rule.,open,962,1834,324
